回,問番号,科目,テーマ,テーマ出題数_10年,テーマ出題回数_10年,設問形式,計算問題,図構造式,選択肢数,問題文字数,問題文,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正答,正答率,類題
111,37,薬理,内分泌・代謝薬,24,9,肯定形,,,5,73,プロタンパク質転換酵素サブチリシン/ケキシン9型（PCSK9）を阻害することで、LDL 受容体の分解を抑制する脂質異常症治療薬はどれか。1つ選べ。,ベザフィブラート,エゼチミブ,エボロクマブ,アトルバスタチン,ロミタピド,3,,102-33 102-35 102-36 103-37 103-38 103-39 105-36 105-38 106-31 106-32 106-34 106-37 107-32 107-38 107-39 108-37 108-38 108-39 109-36 109-37 110-37 111-38 111-40
111,38,薬理,内分泌・代謝薬,24,9,肯定形,,,5,49,甲状腺ペルオキシダーゼを直接阻害することで、甲状腺ホルモンの生合成を抑制するのはどれか。1つ選べ。,プロチレリン,リオチロニン,レボチロキシン,プロピルチオウラシル,ヒトチロトロピンアルファ,4,,102-33 102-35 102-36 103-37 103-38 103-39 105-36 105-38 106-31 106-32 106-34 106-37 107-32 107-38 107-39 108-37 108-38 108-39 109-36 109-37 110-37 111-37 111-40
111,39,薬理,抗菌・抗ウイルス・抗真菌薬,5,5,肯定形,,,5,63,感染細胞内でリン酸化されて活性体となりウイルス DNA ポリメラーゼを阻害して、ウイルスの増殖を抑制するのはどれか。1つ選べ。,アシクロビル,ラルテグラビル,レジパスビル,アマンタジン,ソホスブビル,1,,102-39 104-39 109-39 110-39
111,40,薬理,内分泌・代謝薬,24,9,肯定形,,,5,45,アロマターゼを阻害することで、エストロゲン生合成を抑制する乳がん治療薬はどれか。1つ選べ。,フルベストラント,アナストロゾール,タモキシフェン,ゴセレリン,ラパチニブ ― ―,2,,102-33 102-35 102-36 103-37 103-38 103-39 105-36 105-38 106-31 106-32 106-34 106-37 107-32 107-38 107-39 108-37 108-38 108-39 109-36 109-37 110-37 111-37 111-38
111,41,薬剤,吸収・膜透過,28,10,肯定形,,,5,48,以下の構造式で示される薬物の脳内への移行に、主として関与するトランスポーターはどれか。1つ選べ。,P-糖タンパク質,有機カチオントランスポーター OCT2,有機アニオントランスポーター OAT3,中性アミノ酸トランスポーター LAT1,グルコーストランスポーター GLUT1,4,,102-42 102-54 103-41 103-42 103-55 104-42 105-41 105-52 105-54 106-41 106-42 106-48 107-41 107-42 107-51 107-55 108-41 108-42 108-54 108-55 109-41 109-42 109-51 110-42 110-54 111-42 111-52
111,42,薬剤,吸収・膜透過,28,10,肯定形,,,5,31,肝初回通過効果の影響を最も大きく受ける剤形はどれか。1つ選べ。,坐剤,点鼻剤,吸入剤,舌下錠,口腔内崩壊錠,5,,102-42 102-54 103-41 103-42 103-55 104-42 105-41 105-52 105-54 106-41 106-42 106-48 107-41 107-42 107-51 107-55 108-41 108-42 108-54 108-55 109-41 109-42 109-51 110-42 110-54 111-41 111-52
111,43,薬剤,薬物動態パラメータ・計算,26,10,肯定形,,,5,31,限外ろ過法を用いて算出される薬物パラメータはどれか。1つ選べ。,油/水分配係数,酸塩基解離定数,血球移行率,血漿タンパク結合率,全身クリアランス,4,,102-44 102-45 102-46 102-47 102-48 103-43 103-46 103-47 104-41 104-46 104-47 105-45 105-46 105-47 106-43 106-46 106-47 107-45 108-46 109-46 110-46 110-47 110-48 111-45 111-46
111,44,薬剤,代謝,14,10,肯定形,,,5,39,薬物代謝酵素シトクロム P450が局在する主な細胞内小器官はどれか。1つ選べ。,エンドソーム,ゴルジ体,リソソーム,核,小胞体,5,,102-43 103-44 103-45 104-44 104-55 105-43 105-44 106-44 107-44 108-44 108-47 109-44 110-44
111,45,薬剤,薬物動態パラメータ・計算,26,10,肯定形,,,5,118,イヌリンを点滴静注するとき、定常状態における血漿中イヌリン濃度（□p）、糸球体ろ過された直後の尿（原尿）に含まれるイヌリンの濃度（□原尿）及び排泄される尿に含まれるイヌリンの濃度（□尿）の関係を最も適切に表しているのはどれか。1つ選べ。,□p ≒ □原尿 ≒ □尿,□p ≒ □原尿 ＞ □尿,□p ≒ □原尿 ＜ □尿,□p ＞ □原尿 ＞ □尿,□p ＜ □原尿 ＜ □尿,3,,102-44 102-45 102-46 102-47 102-48 103-43 103-46 103-47 104-41 104-46 104-47 105-45 105-46 105-47 106-43 106-46 106-47 107-45 108-46 109-46 110-46 110-47 110-48 111-43 111-46
111,46,薬剤,薬物動態パラメータ・計算,26,10,肯定形,,○,,155,体内動態が線形1-コンパートメントモデルに従い、消失半減期が6時間の薬物を、6時間間隔で繰り返し急速静脈内投与するとき、初回投与時の最高血中薬物濃度（1回目投与直後）の1.75倍の血中薬物濃度になるのはいつか。1つ選べ。1 2回目投与直後2 3回目投与直前3 3回目投与直後4 4回目投与直前5 4回目投与直後,,,,,,3,,102-44 102-45 102-46 102-47 102-48 103-43 103-46 103-47 104-41 104-46 104-47 105-45 105-46 105-47 106-43 106-46 106-47 107-45 108-46 109-46 110-46 110-47 110-48 111-43 111-45
111,47,薬剤,相互作用・TDM,5,5,肯定形,,,5,47,TDM の実施が望ましい薬物のうち、臨床用量で体内動態が非線形性を示す薬物はどれか。1つ選べ。,カルバマゼピン,ジゴキシン,バンコマイシン,フェニトイン,フェノバルビタール,4,,104-48 107-47 108-48 109-47
111,48,薬剤,製剤材料の物性,35,10,肯定形,,○,,46,下図は、ある結晶多形を有する薬物の粉末 X 線回折パターンである。非晶質はどれか。1つ選べ。,,,,,,5,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-49 111-50 111-51
111,49,薬剤,製剤材料の物性,35,10,肯定形,,,5,18,親油性の抗酸化剤はどれか。1つ選べ。,アスコルビン酸,亜硫酸水素ナトリウム,エデト酸（EDTA）ナトリウム,チオ硫酸ナトリウム,α-トコフェロール,5,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-48 111-50 111-51
111,50,薬剤,製剤材料の物性,35,10,肯定形,,,5,58,医薬品の原薬を微粉砕することによって増大するのはどれか。1つ選べ。ただし、粉砕による二次粒子の形成はないものとする。,流動性,充てん性,溶解性,安定性,結晶性,3,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-48 111-49 111-51
111,51,薬剤,製剤材料の物性,35,10,肯定形,,,5,15,油脂性基剤はどれか。1つ選べ。,流動パラフィン,親水クリーム,加水ラノリン,マクロゴール軟膏,親水ワセリン,1,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-48 111-49 111-50
111,52,薬剤,吸収・膜透過,28,10,肯定形,,,5,59,日本薬局方製剤総則に規定されている製剤のうち、固形製剤、液状製剤及びエアゾール製剤が含まれているのはどれか。1つ選べ。,経口投与する製剤,注射により投与する製剤,気管支・肺に適用する製剤,直腸に適用する製剤,鼻に適用する製剤,3,,102-42 102-54 103-41 103-42 103-55 104-42 105-41 105-52 105-54 106-41 106-42 106-48 107-41 107-42 107-51 107-55 108-41 108-42 108-54 108-55 109-41 109-42 109-51 110-42 110-54 111-41 111-42
111,53,薬剤,製剤各論・製剤総則,13,8,肯定形,,○,5,41,日本薬局方の製剤に関する一般試験法のうち、下図の装置を用いるのはどれか。1つ選べ。,製剤均一性試験法,展延性試験法,比表面積測定法,崩壊試験法,粘着力試験法,5,,102-55 103-50 103-52 103-53 104-49 104-52 105-53 106-53 106-54 107-52 107-53 109-54
111,54,薬剤,DDS・放出制御,7,5,肯定形,,,,38,テオフィリン徐放性製剤に代表されるスパスタブ型製剤の構造はどれか。１つ選べ。,,,,,,1,,102-49 106-55 109-55 110-53 110-55 111-55
111,55,薬剤,DDS・放出制御,7,5,肯定形,,,5,36,受動的ターゲティングを目的に臨床で用いられている製剤はどれか。1つ選べ。,自己乳化型マイクロエマルション製剤,マイクロニードル製剤,シクロデキストリン包接体製剤,ポリエチレングリコール修飾リポソーム製剤,生分解性高分子マイクロカプセル型製剤 ― ―,4,,102-49 106-55 109-55 110-53 110-55 111-54
111,56,病態・薬物治療,代謝・内分泌疾患,15,7,肯定形,,,5,47,2型糖尿病を合併している統合失調症患者に対して、使用できる統合失調症治療薬はどれか。1つ選べ。,セルトラリン塩酸塩,オランザピン,クロミプラミン塩酸塩,ミルナシプラン塩酸塩,ルラシドン塩酸塩,5,,102-59 103-59 103-63 103-65 106-60 107-65 109-58 109-62 109-64 109-65 110-62 110-63 111-62 111-63
111,57,病態・薬物治療,副作用・薬剤性疾患,18,9,肯定形,,,5,44,アンジオテンシン変換酵素（ACE）阻害薬を服用中の患者に投与禁忌なのはどれか。1つ選べ。,アゾセミド,イバブラジン,カルベジロール,サクビトリルバルサルタン,ダパグリフロジン,4,,103-68 103-70 104-58 105-58 106-56 106-68 107-57 108-58 108-60 108-65 108-66 108-69 109-59 109-61 110-57 110-58 111-65
111,58,病態・薬物治療,循環器疾患,14,6,肯定形,,,5,33,心収縮期に左室から左房へ血液の逆流が生じる病態はどれか。1つ選べ。,僧帽弁閉鎖不全症,僧帽弁狭窄症,大動脈弁閉鎖不全症,大動脈弁狭窄症,三尖弁閉鎖不全症,1,,102-57 102-60 102-69 104-60 105-56 105-63 108-59 108-61 108-63 108-68 110-56 110-59 111-68
111,59,病態・薬物治療,検査値・臨床検査,7,5,肯定形,,,5,20,血友病の臨床検査所見はどれか。1つ選べ。,赤血球数増加,血小板数増加,出血時間短縮,プロトロンビン時間（PT）延長,活性化部分トロンボプラスチン時間（APTT）延長,5,,103-57 103-58 106-57 107-64 107-70 110-66
111,60,病態・薬物治療,腎・泌尿器疾患,5,5,肯定形,,,5,32,A 群 β 溶連菌感染に続発することが多いのはどれか。1つ選べ。,急性腎炎症候群,急速進行性腎炎症候群,慢性腎炎症候群,反復性/持続性血尿症候群,ネフローゼ症候群,1,,103-69 104-56 106-62 109-63
111,61,病態・薬物治療,感染症,12,8,肯定形,,,5,73,クロストリディオイデス・ディフィシル（□□□□□□□□□□□□□□□□□□□□□□□□）による偽膜性大腸炎の治療に用いられるのはどれか。1つ選べ。,クラリスロマイシン,レボフロキサシン,アモキシシリン,メトロニダゾール,ミノサイクリン,4,,102-64 102-65 104-63 104-66 105-67 106-65 106-66 108-67 109-67 110-65 110-70
111,62,病態・薬物治療,代謝・内分泌疾患,15,7,肯定形,,,5,36,糖尿病合併妊娠において血糖コントロールに用いられるのはどれか。1つ選べ。,スルホニル尿素薬,チアゾリジン薬,ビグアナイド薬,グリニド薬,インスリン製剤,5,,102-59 103-59 103-63 103-65 106-60 107-65 109-58 109-62 109-64 109-65 110-62 110-63 111-56 111-63
111,63,病態・薬物治療,代謝・内分泌疾患,15,7,肯定形,,,5,30,クッシング症候群の症状として認められるのはどれか。1つ選べ。,野牛肩,低血圧,低血糖,皮膚肥厚,発汗低下,1,,102-59 103-59 103-63 103-65 106-60 107-65 109-58 109-62 109-64 109-65 110-62 110-63 111-56 111-62
111,64,病態・薬物治療,産婦人科・小児・皮膚眼科ほか,6,6,肯定形,,,5,26,加齢黄斑変性の治療に用いられるのはどれか。1つ選べ。,リパスジル,ピレノキシン,ビマトプロスト,アフリベルセプト,アセタゾラミド,4,,102-70 105-60 107-63 109-66 110-64
111,65,病態・薬物治療,副作用・薬剤性疾患,18,9,肯定形,,,5,33,腸管出血性大腸菌感染症の重篤化と関連性が高いのはどれか。1つ選べ。,トキシックショック症候群,溶血性尿毒症症候群,過敏性腸症候群,抗リン脂質抗体症候群,悪性症候群,2,,103-68 103-70 104-58 105-58 106-56 106-68 107-57 108-58 108-60 108-65 108-66 108-69 109-59 109-61 110-57 110-58 111-57
111,66,病態・薬物治療,免疫・膠原病・血液疾患,8,8,肯定形,,,5,42,フィラデルフィア染色体陽性急性リンパ性白血病の治療に用いられるのはどれか。1つ選べ。,ゲフィチニブ,クリゾチニブ,ダサチニブ,セリチニブ,ルキソリチニブ,3,,102-58 103-64 105-65 106-61 107-56 108-57 109-60
111,67,病態・薬物治療,がん,13,9,肯定形,,,5,25,前立腺がんの治療に用いられるのはどれか。1つ選べ。,ナフトピジル,ダナゾール,デガレリクス,レトロゾール,タダラフィル,3,,102-56 102-63 102-66 103-56 104-59 104-65 105-57 105-59 106-67 107-67 108-56 110-68
111,68,病態・薬物治療,循環器疾患,14,6,肯定形,,,5,45,血管拡張作用、利尿作用等により急性心不全の症状を改善する組換え体医薬品はどれか。1つ選べ。,インターフェロンベータ,カルペリチド,コルホルシンダロパート,トルバプタン,フォンダパリヌクス,2,,102-57 102-60 102-69 104-60 105-56 105-63 108-59 108-61 108-63 108-68 110-56 110-59 111-58
111,69,病態・薬物治療,臨床統計・研究デザイン,8,7,肯定形,,,5,30,症例対照研究で算出することができる統計値はどれか。1つ選べ。,絶対リスク減少率,オッズ比,発症割合,寄与危険度,相対リスク,2,,102-68 103-67 105-68 105-69 106-70 108-70 109-69
111,70,病態・薬物治療,医薬品情報・EBM,11,7,肯定形,,,5,64,ペムブロリズマブを投与する際に、コンパニオン診断薬によって検査する遺伝子変異あるいはタンパク質として正しいのはどれか。1つ選べ。,□□□□□□□ 遺伝子変異,□□□□ 遺伝子変異,□□□□□□□□□ 遺伝子変異,HER2タンパク質,PD-L1タンパク質 ― ―,5,,102-67 103-66 104-67 104-68 104-70 107-68 107-69 109-68 109-70 110-69
111,71,法規・制度・倫理,薬機法・医薬品の分類,18,9,肯定形,,,5,39,医薬品医療機器等法で薬剤師でなければならないとされているのはどれか。1つ選べ。,薬局の管理者,薬局の開設者,医薬品製造販売業者の安全管理責任者,医薬品製造販売業者の品質保証責任者,医薬品製造販売業者の医薬情報担当者,1,,103-73 103-74 103-80 104-76 104-78 105-75 105-78 105-80 106-80 107-77 108-76 109-74 109-75 110-72 110-73 110-75 111-75
